title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
电销（双休，高新）,深圳,c,中专/中技,经验不限,"[""\u4f01\u4e1a\uff08To B\uff09"", ""\u5ba2\u6237\u9080\u7ea6"", ""\u7535\u8bdd\u9500\u552e\u7ecf\u9a8c"", ""\u4f01\u4e1a\u670d\u52a1"", """", """"]","[6000, 11000]",0薪,"[""\u751f\u65e5\u798f\u5229\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u5de5\u9f84\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u5458\u5de5\u65c5\u6e38""]",人事,李女士人事,0,深圳市谷立网络科...,"https://img.bosszhipin.com/beijin/upload/com/logo/20210520/b042dd3326d23677eb47a1c002a203be3563ac276b634f686a1565945d4ce42c.jpg?x-oss-process=image/resize,w_100,limit_0",企业服务,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/6ff7f4cb702c0aa61XJ-09u7EVVS.html?lid=7Rp3AIIcW6.search.101&securityId=vfWNKRI1kyicl-W1C9bAcoi63Ny_FAvz5kKf1wIMYAEnKV8LDc0H6Kew4dGIDJbCILocUWIKodSjrzKLoJlZqoxG8vcwCDGcmx5AeAkyRhilBDbEnFI~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,龙华区
护士,杭州,c,大专,1-3年,"[""\u62a4\u58eb"", ""\u5185\u79d1"", ""\u75c5\u623f\u5de1\u56de"", ""\u5e38\u89c4\u62a4\u7406""]","[6000, 7000]",0薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u9ad8\u6e29\u8865\u8d34\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u9910\u8865\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5305\u5403\uff0c\u5bbf\u820d\u6709\u7a7a\u8c03""]",HRBP,鲁女士HRBP,0,御湘湖健康产业,"https://img.bosszhipin.com/beijin/upload/com/logo/20190506/e3ed788fd53f48f9776f7bccf64cf404f1568b9fda946b3f1a3a5d9678623b05.png?x-oss-process=image/resize,w_100,limit_0",医疗健康,未融资,"[100, 499]",https://www.zhipin.com/job_detail/2696269cebe9961e1HFy3du7FldW.html?lid=7Rp3AIIcW6.search.102&securityId=UKo8XImiwuoJP-Q1WZq3m4AizDdtnjiDZeADreRiHfUjoNB1xLe2w8oMoOoKKKImGMUZkWRAUusoddjbrpq2QUTGxdT-v6rXmnudyqHZb8fkznDx7n8~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,萧山区
软装设计管培生,贵阳,c,学历不限,经验不限,"[""\u5c0f\u6237\u578b"", ""AutoCAD"", ""3Ds MAX"", ""\u719f\u6089\u88c5\u4fee\u6750\u6599"", ""\u719f\u6089\u65bd\u5de5\u5de5\u827a"", """", """"]","[3000, 4000]",0薪,"[""\u56e2\u5efa\u805a\u9910\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5168\u52e4\u5956\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047""]",助理,胡女士助理,0,贵州良宸美家装饰工程,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",装修装饰,未融资,"[20, 99]",https://www.zhipin.com/job_detail/4dfdfa4374a3a3741Hdz0ty9FVZW.html?lid=7Rp3AIIcW6.search.103&securityId=btoxIZNhdgsfk-91-ejBj_eI4t2J3bl1B9_VXBV05rkSHNsDOl4FKJzDclSf9STKC_UX5bwDdcYtlujjY9bv9ZG3mdW4x1Tegus2bifOxX5kyUcFbv6U&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,云岩区
课程顾问,长治,c,大专,1-3年,"[""\u5168\u804c\u5de5\u4f5c"", ""\u57f9\u8bad\u673a\u6784"", ""\u7ebf\u4e0b\u6559\u80b2"", ""\u4e2d\u5b66\u751f"", ""\u5b66\u524d\u513f\u7ae5/\u5c0f\u5b66\u751f"", """", """", """", """"]","[5000, 8000]",0薪,"[""\u5458\u5de5\u65c5\u6e38\uff0c\u5168\u52e4\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4e94\u9669\u4e00\u91d1""]",招聘者,李女士招聘者,0,博孺,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220817/7bf6f160950405e9788b05da12723c242cfd6fadce028ca9b3856762f47a7ec82595b7bc7d5fed6f.jpg?x-oss-process=image/resize,w_100,limit_0",广告营销,未融资,"[0, 20]",https://www.zhipin.com/job_detail/245b20c8a8b0fd991HB539q7EVVS.html?lid=7Rp3AIIcW6.search.104&securityId=Ve76LMfh01WHb-Z1TJwNLs798aMsyzUqOAoxVHSy5ejwk8M5PEiJKPg5wxarIIz0JOGiDsWGaQuOqA5IpFTYS-OVez6Lsep60nxSPnAfj6hR9Z2YNJs~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,潞州区
工艺员,宁波,c,本科,经验不限,"[""\u719f\u6089\u5404\u7c7b\u5316\u5de5\u5de5\u827a"", ""\u5316\u5de5""]","[6000, 9000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5305\u5403""]",人事经理,左先生人事经理,0,创丰毛皮,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",进出口贸易,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/56ae34342243e1f31HFy09-8EVZW.html?lid=7Rp3AIIcW6.search.105&securityId=88yhwvR7X76vw-j1iA952GP52YE8uhiI-AvCUIpSV1hzAAIxbguKnvy4YV3CSLZrhJLIYStsYhhJiKB-2kCpp1r-8yhWDg1wZMTtu0NUcSHY0eYEinGF&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,
董事长助理,重庆,c,本科,3-5年,"[""\u516c\u53f8\u7ba1\u7406"", ""\u6218\u7565\u6295\u8d44"", ""\u653f\u5e9c\u5173\u7cfb\u7ba1\u7406""]","[7000, 12000]",0薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u4e94\u9669\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5305\u5403\uff0c\u751f\u65e5\u798f\u5229\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5168\u52e4\u5956\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",招聘者,漆先生招聘者,0,富淞文化,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210623/46a749781729a90c08a248aaa9d06eea434869bbb1dc1d510cfeee0907d65575.jpg?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,未融资,"[20, 99]",https://www.zhipin.com/job_detail/d2e3eee28985476a1nJ52Nq7EVVS.html?lid=7Rp3AIIcW6.search.106&securityId=VRtu9HCcdudRY-11BYFHOVgKnDuN6-DdSd1lH-bai1N8pDOZDjFc65LJvoAbU3eOlbV8Ptqg7PMvpOY-UVx0e3x_ftC8cO2Fh7xjQeixM4GtaveqQ74~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,南岸区
老城房产销售顾问,澄迈,c,学历不限,经验不限,"[""\u5168\u804c\u517c\u804c\u5747\u53ef""]","[5000, 10000]",0薪,无,店长,张女士店长,0,悦鑫房地产,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",房地产中介/租赁,未融资,"[0, 20]",https://www.zhipin.com/job_detail/4c6f34ca5a426ee71nxz39-9FVZW.html?lid=7Rp3AIIcW6.search.107&securityId=sVYZ8MyE37spA-f1W2uPkgPRR8FpCYHU49Ioi3OU7h_Wqu1iu60MDEMmXBtaJ4rmsd_FmXsDlsB9cETqVdUECJcb-x59tWkq_9t91akEal7Nz3Bv6hU~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,
盛诚达物流招聘物流跟单,成都,c,学历不限,经验不限,"[""\u7f51\u70b9\u8425\u4e1a\u5458"", ""\u7269\u6d41\u73b0\u573a\u8fd0\u4f5c""]","[8000, 9000]",0薪,无,人事主管,梁女士人事主管,0,盛诚达物流,"https://img.bosszhipin.com/beijin/upload/com/logo/20190731/8f37f55ab1bb4fbf725a1f1f4967eaa2cde4c7e56f40b571e606c78631a3e6b0.png?x-oss-process=image/resize,w_100,limit_0",快递,未融资,"[20, 99]",https://www.zhipin.com/job_detail/21f047fc2b8aa0a61HB_3NS6EVVS.html?lid=7Rp3AIIcW6.search.108&securityId=4lQwgNYgZmeHL-l1p7Qjq_e1T6rMGb787lLs2gEhjYLAUtNcNGee-ENcMrzLUnwVxm-yvwzaQwcpxj8qDdukZvLQrA3c9WVqMFtNghFTltT1Reaehqw~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,温江区
礼宾员,泉州,c,学历不限,经验不限,"[""\u5168\u804c"", ""\u793c\u4eea/\u8fce\u5bbe"", ""\u63a5\u5f85"", ""\u8f6e\u73ed\u5de5\u4f5c\u5236"", ""\u5305\u5403\u4f4f"", ""\u7cfb\u7edf\u57f9\u8bad""]","[3000, 4000]",13薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u610f\u5916\u9669""]",人才与文化总监,傅先生人才与文化总监,0,水头弘超酒店,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230916/7bf6f160950405e9fa5060afe87f251c1bcfeb16ddc4da64351a371b9218680a79dbde9e55180b69.png.webp?x-oss-process=image/resize,w_100,limit_0",酒店/民宿,未融资,"[100, 499]",https://www.zhipin.com/job_detail/729e39e908e2fee51HVz09-8EVZW.html?lid=7Rp3AIIcW6.search.109&securityId=76xls7N857OvE-P1Pv2ciEiuPwmJrfC2BAAyo5VJaLIe-VZaKNX-XrKoSCNuH3Zjxt8TA3cLBo87J8FnYbkJjhNqbREkqlARwo0M4QbyNZWoFDCBGbHg&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,南安市
CNC学徒操作工,广州,c,学历不限,经验不限,"[""\u6708\u7ed3\u5de5\u8d44""]","[4000, 6000]",0薪,无,经理,杨女士经理,0,全宇五金,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",仪器仪表/工业自动化,未融资,"[0, 20]",https://www.zhipin.com/job_detail/37ea5deb71f85fc21HFy2tW7EVVS.html?lid=7Rp3AIIcW6.search.110&securityId=H41De3awhzGjv-J151ZFkwIgMHJf14fIcNkIfYrljWfftxZEzMRrTiDGNUhNae3FAnPkiW3fV08587mOboTE2iiwauekV1Zcg0PL87hUVArkykXqnD__&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,白云区
营销培训师,绍兴,c,大专,1-3年,"[""\u4f01\u4e1a\u57f9\u8bad\u7ecf\u9a8c"", ""\u57f9\u8bad\u7ecf\u9a8c"", ""\u9500\u552e\u57f9\u8bad""]","[4000, 9000]",0薪,无,人事部,江先生人事部,0,妙在其中,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",其他生活服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/5c95c6570d4512631nxy2tq4FVBW.html?lid=7Rp3AIIcW6.search.111&securityId=hF3h721vJdoBp-N1n5OYqLR_A4k1IKO_SWynXAHW0n3ZO9T9wUdCZprct7-zn-QUHyK4L--bYVim0JEq-aN9q2S4KOIjj0xnDT-aTZVnYpGRLzM5UT-j&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,柯桥区
养生会所店长,广州,c,中专/中技,1-3年,"[""\u5065\u5eb7\u7ba1\u7406"", ""\u95e8\u5e97\u8fd0\u8425""]","[10000, 15000]",0薪,无,招聘者,冯先生招聘者,0,安天下健康,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",其他生活服务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/80ff4774b86e385103d63tq1FFs~.html?lid=7Rp3AIIcW6.search.112&securityId=E6Mb98tyvsTPQ--1ufk7-YU2CmfsN-ajhXNQdFYMnfV6Apo0TFBQ17KjQh6kgt5i-7kX6Aa6EB3dzMcXyjp7RTXjQyr6Tr5TpGmxiLk61Wf9xf-4&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,越秀区
储备店长,舟山,c,本科,经验不限,"[""\u5e26\u85aa\u5e74\u5047"", ""\u9910\u5385\u8fd0\u8425"", ""\u9152\u5e97"", ""\u95e8\u5e97\u8fd0\u8425\u7ba1\u7406"", ""\u8fde\u9501\u7ecf\u8425\u7ba1\u7406"", """", """", """"]","[4000, 6000]",0薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5168\u52e4\u5956\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u4e94\u9669\u4e00\u91d1""]",招聘者,唐女士招聘者,0,必胜客浙江市场,"https://img.bosszhipin.com/beijin/mcs/banner/dc5b267a650f12d5410cd21449540fbecfcd208495d565ef66e7dff9f98764da.png?x-oss-process=image/resize,w_100,limit_0",生活服务(O2O),已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/3d51839734299d011n163dy1F1pZ.html?lid=7Rp3AIIcW6.search.113&securityId=0aLjHSPfBAOuz-f1wi3vsHTLdpSmy8FKho0_jS5A_TavEdpz23VD503xblAHGJkzhnvhJXm8KDXhuGDIklPpAMiEVrSOPpMKCyR7nDBNPNToSlhqWY4~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,普陀区
小红书师合伙人（培训，孵化方向）,廊坊,c,本科,1-3年,"[""\u5c0f\u7ea2\u4e66""]","[5000, 10000]",0薪,无,总经理,王女士总经理,0,易凡小王子,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",日化,未融资,"[0, 20]",https://www.zhipin.com/job_detail/ec14b2263f5c52f81XR-2Nq7FldW.html?lid=7Rp3AIIcW6.search.114&securityId=jM_ica37Ht3CW-o1WaXsb5YyqvtI4grDcifHCljVnnOWYsV49lqjcMrKyXNdmwgJXzvS97LV-4wBAIgC7IdI8PyHQTeFSYcd3MOu119Iw_C6x9OsutI~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,三河市
CNC龙门铣操作,长沙,c,学历不限,1-3年,"[""\u6cd5\u5170\u514b""]","[7000, 10000]",0薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5168\u52e4\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5305\u5403\uff0c\u4e94\u9669\u4e00\u91d1""]",人事专员,王女士人事专员,0,晓光模具,"https://c-res.zhipin.com/jrs/29_5cf0915f65b88681c7cbb7fcd17fad8e.jpg?x-oss-process=image/resize,w_100,limit_0",汽车研发/制造,未融资,"[500, 999]",https://www.zhipin.com/job_detail/f2d6688d222bd5331HF42tq8ElVZ.html?lid=7Rp3AIIcW6.search.115&securityId=EABUA16Thi4Or-N1472z31GtZYG94TTtkyu_-tGZMRcHR71FRD8R1soPx54kvjpblYzN_fH_phUYWov7rLocdY4Tnto1Pi0-y3_6HTf5kwsODIJf1Q~~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,
网络直播艺人,铁岭,c,本科,经验不限,"[""\u7f51\u7edc\u4e3b\u64ad"", ""\u4e3b\u64ad"", ""\u76f4\u64ad\u5e73\u53f0"", ""\u77ed\u89c6\u9891""]","[1000, 5000]",0薪,无,招聘者,何先生招聘者,0,萨菲而温泉度假村,"https://img.bosszhipin.com/beijin/upload/com/logo/20200720/9403f60bb42c6e7a58ba998938e2c71ccf3a520f9bf905226c6c7db8c83eaaad.jpg?x-oss-process=image/resize,w_100,limit_0",旅游/景区,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/9d5f584718372c9f33x_2d24FFQ~.html?lid=7Rp3AIIcW6.search.116&securityId=TsDKYvD2o7omd-u1oaA2BEIBsda-U6FueHcnDFRVb3ZZKw0XjCGjdoTky5mi9fj1M-Udon-kRhJ_PFJhcUqzki2krW9N_mijXEjheufzOYvlYnyBfA~~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,银州区
全职瑜伽老师,武汉,c,学历不限,经验不限,"[""\u9500\u552e\u7ecf\u9a8c"", ""\u5305\u4f4f"", ""\u5168\u52e4\u5956"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5de5\u9f84\u5956"", ""\u9910\u8865"", ""\u52a0\u73ed\u8d39"", """", """", """", """", """", """", """", """", """", """"]","[10000, 15000]",0薪,"[""\u4ea4\u901a\u8865\u52a9\uff0c\u9910\u8865\uff0c\u5305\u4f4f\u5bbf\uff0c\u5e74\u7ec8\u5956\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u96f6\u98df\u4e0b\u5348\u8336""]",瑜伽总监,王先生瑜伽总监,0,鑫喜乐健康管理有...,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",休闲/娱乐,天使轮,"[20, 99]",https://www.zhipin.com/job_detail/d149aed9c53f840a1nx709W7EVVS.html?lid=7Rp3AIIcW6.search.117&securityId=sb5u8XhrVe59X-Y1xrzsYOwvWVogZXZKG6J4OVi48VgJ-zBO5xCnUoYrPQ3gVRsE2UohU2U8yQnhcNC5jbE178od2fzjNV2dYbfb7CDS-7LV0lNxNI4~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,江岸区
材料采购专员,沈阳,c,本科,经验不限,"[""\u539f\u6750\u6599"", ""\u56fd\u5185\u91c7\u8d2d"", ""\u98df\u54c1\u996e\u54c1""]","[4000, 5000]",0薪,"[""\u7ee9\u6548\u5956\u91d1""]",人事行政专员,刘女士人事行政专员,0,海德威,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",农/林/牧/渔,未融资,"[20, 99]",https://www.zhipin.com/job_detail/c416c220212e93c71HRy29i6GFZZ.html?lid=7Rp3AIIcW6.search.118&securityId=GQTCyu6oocRTY-J1Wi0TPHzIpVIvLnQTX5hhxAEpsh4lAQt7qHXcJlkRpcv5nXgDXMy7jctu_CcCHSb86nQWbgt1BPZ8GnNCUVjATZUHR4ZXYD6JhZBe&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,
java大数据开发工程师,西安,c,本科,3-5年,"[""Java\u5f00\u53d1\u7ecf\u9a8c"", ""Java"", ""\u4e2d\u5927\u578b\u9879\u76ee\u67b6\u6784\u8bbe\u8ba1\u7ecf\u9a8c"", ""MySQL"", """", """", """", """"]","[18000, 35000]",16薪,"[""\u4ea4\u901a\u8865\u52a9\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u5e74\u7ec8\u5956\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u610f\u5916\u9669\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5458\u5de5\u65c5\u6e38""]",工程师,吕先生工程师,0,华为云计算,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220224/7bf6f160950405e97af46decfa5798f66a0c64ffabeaeccfd2d9554b92240ad2767d53b26783ec6e.jpg?x-oss-process=image/resize,w_100,limit_0",计算机服务,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/cbef0e4ae0ef47ce1Xx-09S7EVVS.html?lid=7Rp3AIIcW6.search.119&securityId=AD5WNliN-Ui29-J12GNLfHgVxEEKs2vim6DspujDTHEM1Kdek4QFR6BLE0pd-_rVjnZSRLDy9efWagpfsSbh5EaBZqO6jTIyYzG1fusFYA0ZjD0VnEA~&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,雁塔区
美发助理,西安,c,高中,1-3年,"[""\u70eb\u67d3\u52a9\u7406"", ""\u5934\u53d1\u4fdd\u517b\u52a9\u7406"", ""\u5934\u76ae\u4fdd\u517b\u52a9\u7406"", ""\u514d\u8d39\u57f9\u8bad"", ""\u5168\u52e4\u5956"", """"]","[3000, 8000]",0薪,"[""\u5e26\u85aa\u5e74\u5047\uff0c\u5168\u52e4\u5956\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u7ee9\u6548\u5956\u91d1""]",招聘者,曾女士招聘者,0,西安市雁塔区意念...,"https://img.bosszhipin.com/beijin/upload/com/logo/20230414/7b5b554d84f9729c538937cb93b95c9435e231b5d463ca079e14a786d5ecef69ffbfe5305c02cb76.jpg?x-oss-process=image/resize,w_100,limit_0",美容/美发,未融资,"[0, 20]",https://www.zhipin.com/job_detail/1515ed655645d20f1Xx60tm1EVJZ.html?lid=7Rp3AIIcW6.search.120&securityId=xxlBow26z9lc0-b1PyEeZHHPSnznOdkw2R6Y6aLG_r5rQmVJiiJerSvzZTNXuwUhi_7KLe08tzChC6bYlQq7BqOzsOx_wcbreE5XRRjkzywSUwKIGNyH&sessionId=,https://www.zhipin.com/gongsi/7b852809856fa3a31XZ_3N6_GFI~.html,雁塔区
中医,西安,c,学历不限,1年以内,"[""\u4e2d\u533b\u5185\u79d1"", ""\u4e2d\u533b\u63a8\u62ff"", ""\u9488\u7078\u79d1"", ""\u5065\u5eb7\u7ba1\u7406\u5e08""]","[2000, 6000]",0薪,无,办公室内勤,王女士办公室内勤,0,陕西驰鼎医疗,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",医疗器械,未融资,"[0, 20]",https://www.zhipin.com/job_detail/80f2a294b0c68fa41X143t-1FFZZ.html?lid=7RauCD5n2b.search.121&securityId=kkdZgjg3ts4A1-41zXRGKg9o52JbRJJbDdr0iT4zAEbrqkeXQctrMInHk6sO_sCMPXLR2Ld2yCH53mlINcp9eiU9dpMqHySWMagx7CbHCbmADAS2SzaP&sessionId=,https://www.zhipin.com/gongsi/8dd639a5ecb2350d1Xx43Nq5FlQ~.html,
电商客服,泉州,c,中专/中技,1-3年,"[""\u542b\u6709\u9500\u552e\u7684\u5ba2\u670d\u5de5\u4f5c"", ""\u4e0d\u63a5\u53d7\u5c45\u5bb6\u529e\u516c"", ""\u552e\u524d\u5ba2\u670d"", ""\u529e\u516c\u5ba4\u5750\u73ed"", """", """", """", """", """", """"]","[3000, 4000]",0薪,"[""\u56e2\u5efa\u805a\u9910\uff0c\u5e95\u85aa\u52a0\u63d0\u6210""]",招聘者,黄女士招聘者,0,天祺工艺品,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230529/7bf6f160950405e99982ad5d4337bb199e6babf67f898db4f66013e839923061be1756bb8f04c788.jpg?x-oss-process=image/resize,w_100,limit_0",电子商务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/1c2106e1d8d999071XN83tS7FldW.html?lid=7RauCD5n2b.search.122&securityId=pMcvzr5zFZ1iQ-Z1BjNe4bYopKcL0QbFpotNX9qkARK3_jMs2SI5MwxOjP9NggUf2I3Ib1a2yufudi-ij9nLYpBSfxrP6cT7w5QGlR64ptfMbNIqvaYP&sessionId=,https://www.zhipin.com/gongsi/8dd639a5ecb2350d1Xx43Nq5FlQ~.html,
私人教练,张家口,c,中专/中技,1-3年,"[""\u7ebf\u4e0b\u6559\u80b2"", ""\u5750\u73ed"", ""\u4e00\u5bf9\u4e00\u79c1\u6559"", ""\u4f53\u9002\u80fd"", ""\u5eb7\u590d"", """", """", """", """", """", """"]","[2000, 7000]",0薪,无,客服经理,张女士客服经理,0,张家口吉晟体育发展,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,未融资,"[20, 99]",https://www.zhipin.com/job_detail/f83005f0a699de261Hd_3t-7FVtZ.html?lid=7RauCD5n2b.search.123&securityId=5rDplQ8jpZaWz-N1IvIBB4wJtubl2xoPOXqfIUn91b0sfPgJvOXIweUi4-BIBSnSsQBhcvWEzYX8Rrd34xchlXSWhIAOzmX4XAEXscbibV0J9vHwkvgn&sessionId=,https://www.zhipin.com/gongsi/8dd639a5ecb2350d1Xx43Nq5FlQ~.html,桥东区
