title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
C＋＋开发工程师,武汉,c,本科,经验不限,"[""\u6570\u636e\u7ed3\u6784"", ""Windows"", ""MFC""]","[9000, 14000]",13薪,"[""\u5e74\u7ec8\u5956\uff0c\u5305\u5403\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5168\u52e4\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047""]",HR,晏女士HR,0,思托福,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190318/93b384019636b258a28f3cbef7f17f9c212e673ca1353dea5d843e982b31ef4a.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/0baa18d3dc2fe5191XZ_39-0EVVS.html?lid=7S7AgBZgzP.search.1&securityId=crIKvGCda1koY-j1wewh7o8nKz-DbjQ1LI5oXG2cX7CFWoRqUv9DQ543fGk7FeeEhQRW3nskVvu7ojQ-A169dui396idoMtoynkwe0Ekzuq0inSvnQ~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,江岸区
通信云服务软件开发工程师,西安,c,本科,3-5年,"[""\u67b6\u6784\u5e08"", ""\u4e91\u8ba1\u7b97"", ""C++"", ""C\u8bed\u8a00"", ""SQL""]","[13000, 26000]",14薪,"[""\u5e74\u7ec8\u5956\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u8282\u65e5\u798f\u5229\uff0c\u80a1\u7968\u671f\u6743\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0""]",研发工程师,张先生研发工程师,0,西安华为,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180315/bd89a07c42e66e6ad270e3a5317c2b5ffaa3a410030cb71b0566e9dd7d5ab56c.jpg?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[0, 10000]",https://www.zhipin.com/job_detail/9a5f8153a36efe730HR639W5FFs~.html?lid=7S7AgBZgzP.search.2&securityId=3T7V7vMybu5xg-B1PmCchSH4E7d3HMv4479FDI6Mabdt_JN7LnHxKMTFdpdHxTT_QNy_G29Odv6Miqbgr4atPtVq4UzsVvQdeJ985NElnyNISX0~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,雁塔区
上海华为研究所，正式岗，薪资丰厚,杭州,c,本科,3-5年,"[""C\u8bed\u8a00"", ""C++"", ""Java""]","[40000, 60000]",0薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u9910\u8865\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e74\u7ec8\u5956\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0""]",开发工程师,裴女士开发工程师,0,华为,"https://img.bosszhipin.com/beijin/upload/com/logo/20200429/8f64c9d0b30a53c434b26799ca78966cec9b49ecaf1604cb263748f03d5c2b0f.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/c77d9202af8ccc771XN_0tW0GVVZ.html?lid=7S7AgBZgzP.search.3&securityId=-CLPQyiAUsNx--a1tQlSPQnX7sfCRVbl2466IfWShCgwDocTQbLDvuJdxQyxkzYzssoi1Pmb5rJoqUDsjfSJ4vFvEhKYWHiAFHWMT0k3BygbDcs~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,滨江区
胎压软件标定工程师,武汉,c,本科,经验不限,"[""Linux"", ""Python"", ""\u5d4c\u5165\u5f0f\u6280\u672f"", ""\u865a\u62df\u673a\u6280\u672f"", ""\u591a\u7ebf\u7a0b""]","[7000, 10000]",14薪,"[""\u80a1\u7968\u671f\u6743\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956""]",招聘者,宗先生招聘者,0,偌轮汽车科技(武汉),"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221026/7bf6f160950405e9deff2d6c00748283a8fcf0f7a76e9e05b635b4586b5748b659823edaafc04e3f.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[20, 99]",https://www.zhipin.com/job_detail/40b4f549b0c698c81nF63tm6EVtZ.html?lid=7S7AgBZgzP.search.4&securityId=7kY1p15LIX1mp-q1_e2I3o6-ePJbN0586bNNCy5xrbbIlDfL7_1tR42JXO3SEWAMrzxHBYOsRjJzriiMmC31einlcqE6hvDzeEZm0nGek8VTDDr79WUf&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,江夏区
手机软件开发工程师,上海,c,本科,经验不限,"[""C++"", ""C\u8bed\u8a00"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[20000, 40000]",0薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u9910\u8865\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u80a1\u7968\u671f\u6743\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5458\u5de5\u65c5\u6e38""]",招聘者,张先生招聘者,0,华为,"https://img.bosszhipin.com/beijin/upload/com/logo/20200429/8f64c9d0b30a53c434b26799ca78966cec9b49ecaf1604cb263748f03d5c2b0f.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/1987dd87f2c2d8c21XJy39W1EVVS.html?lid=7S7AgBZgzP.search.5&securityId=EFywgjRIyrFl6-M1mktCwAvDW62KQrrEkKJf5mb9-WdOrYuZmJXZQF8nqD_2Q4nKifQBmMHkihhKk5kzrkEfBrR5XjUttJPEbLBkR06FqfSzWOw~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,浦东新区
c++开发工程师（栖霞双休，加班少）,南京,c,本科,1-3年,"[""C++"", ""C++\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", """"]","[9000, 14000]",13薪,"[""\u4ea4\u901a\u8865\u52a9\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e74\u7ec8\u5956\uff0c\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u751f\u65e5\u798f\u5229\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u56e2\u5efa\u805a\u9910""]",HRM,张女士HRM,0,敏捷科技,"https://c-res.zhipin.com/jrs/1fe74ced249d835714386b190787a783.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/b5fd3e4ec616fdb91Xx709i1EVJZ.html?lid=7S7AgBZgzP.search.6&securityId=vBZPfp0M7AT0a-J12BQ3OuYKiXzsgVAAOVpc33BIQC-Pam2ZwI7wsw3SCUWPi4A_xUlPOB1NHXg67JZIkZDDwCj-05eRyfCX4SiUQXDuU1bxx_bFrA~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,栖霞区
C语言开发工程师,杭州,c,本科,1-3年,"[""C++"", ""C\u8bed\u8a00"", ""\u5206\u5e03\u5f0f\u6280\u672f"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a"", ""ARM\u5f00\u53d1"", """", """", """", """", """", """", """", """"]","[15000, 30000]",14薪,"[""\u5b9a\u671f\u4f53\u68c0\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u9910\u8865\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5305\u5403\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u4f4f\u623f\u514d\u606f\u8d37\u6b3e\uff0c\u5e26\u85aa\u5e74\u5047""]",嵌入式软件开发工程师,于先生嵌入式软件开发工程师,0,浙江大华,"https://img.bosszhipin.com/beijin/mcs/banner/2c58f03d8309365e12ed525cc327ed7fcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/1eec1f5f63f25dab1Xd-2t66EVtZ.html?lid=7S7AgBZgzP.search.8&securityId=1mOyJoG3PDw1Z-U1YeWfPzub21RSj0fDcRhmY9IBG6k_dBMoWYo52QTmK5v4LhPbn4aN5p_dAr4dzvJnkecgWtUQtHMLejCp1_kmuMx9KVlrNQ~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,滨江区
少儿编程老师,温州,c,大专,1-3年,"[""Python""]","[6000, 11000]",0薪,"[""\u9910\u8865\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5168\u52e4\u5956\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u901a\u8baf\u8865\u8d34""]",人事,丁女士人事,0,才子教育,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190312/bb282aafdb2898210eb689cac8a880c7f440b14849cd4e9eb99678c73515ef40_s.jpg?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,未融资,"[100, 499]",https://www.zhipin.com/job_detail/dd0a954d6f2ef8011XZ92d-8E1FZ.html?lid=7S7AgBZgzP.search.9&securityId=-aCt03iZlXyTs-615r2I31cERbc9pK6-bUttq3aOyiVMnySjVtyHgosIdWnvJmk8wYODUyE3tmgQEPhLPzCOFl2GEGOAphAISQfiNmOQhng01y-Q2w~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,鹿城区
车道级导航工程师,北京,c,本科,3-5年,"[""C++""]","[20000, 30000]",15薪,"[""\u4e94\u9669\u4e00\u91d1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5b9a\u671f\u4f53\u68c0""]",HR,代女士HR,0,滴滴,"https://img.bosszhipin.com/beijin/mcs/bar/20201205/25965fbe2c0440e760df2b6a6b81d7c2be1bd4a3bd2a63f070bdbdada9aad826.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,D轮及以上,"[1000, 9999]",https://www.zhipin.com/job_detail/4e0c31f4b1abe8fc1HV62du7EVBW.html?lid=7S7AgBZgzP.search.10&securityId=SsBRotOFnelk4-P1tyUWu8ygP_PhEfyhzt4hVu4uC3ZhZKH2rFx_JYcjwIj5CvLXX7niuPWq9cGmSJkV5rZjU3wizT9IFp4OeEg0nNXx60o6dGOJHQ~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,海淀区
c++开发工程师,济南,c,本科,3-5年,"[""C++\u670d\u52a1\u7aef\u5f00\u53d1\u7ecf\u9a8c"", ""C++"", ""C\u8bed\u8a00"", ""\u5d4c\u5165\u5f0f\u8f6f\u4ef6\u7ecf\u9a8c"", """", """", """"]","[10000, 15000]",13薪,"[""\u751f\u65e5\u798f\u5229\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u4e94\u9669\u4e00\u91d1""]",HR,滕先生HR,0,大西控股,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221104/7bf6f160950405e97bed2a821a85951e79397bf190e2c921f19fbf1297a2b846631a539d6486b39e.jpg?x-oss-process=image/resize,w_100,limit_0",其他生活服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/31412605a5e4d4371XF829W6EVVS.html?lid=7S7AgBZgzP.search.11&securityId=yOxS1dATDE0f_-l1kAk49G-nC_OSkp6LkGblRQ6RWeb36wZgji69RqE_1wlq_0tjWF42tlQY-bkuep-IQzlMhN3qJvFaJdZH3UkTzbELdlHUrKyoObYA&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,历下区
c++软件工程师,上海,c,本科,5-10年,"[""C++"", ""Python"", ""C"", ""QT"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c"", """", """"]","[26000, 35000]",16薪,"[""\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u80a1\u7968\u671f\u6743\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e74\u7ec8\u5956\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5305\u5403""]",HR,赵女士HR,0,智库智能,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200908/1b4e8d1a232e9ab41de24290bc55b0edb023cd9da76bfe2b530808cd548b232a_s.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,A轮,"[100, 499]",https://www.zhipin.com/job_detail/1b8b38c55f37aefc1HZ-2Nq7FldW.html?lid=7S7AgBZgzP.search.12&securityId=0mSnUDcajdDB2--1uPlY8IpbHKzj6Y2a_iRLXTiFmucvfasFdk9OdrUlSlCvFIecb5yqnyYH1vwXvh7tQUFblDk6chxeDdH8TWAJXeLgeGAd6zcJtQ~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,
C＋＋开发工程师,济南,c,本科,经验不限,"[""\u5730\u56fe\u5bfc\u822a"", ""\u56fe\u5f62\u56fe\u50cf\u5904\u7406""]","[8000, 13000]",13薪,"[""\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u9910\u8865\uff0c\u8282\u65e5\u798f\u5229""]",部门负责人,田先生部门负责人,0,山东路科,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230423/7bf6f160950405e96c67f7b8321c3a8e3adf221de0886f710aa8a4755ea4878f12c6ad34b7016ba0.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[100, 499]",https://www.zhipin.com/job_detail/b3a12c1b6d0d78761nZz2t-0EVtZ.html?lid=7S7AgBZgzP.search.13&securityId=eKcLjlcyrYStv-Z1IiPibu9qA2h3Khw81iWobkpzMev9AVplW2rBsn1XcQX2Y2ncPV0iWX31UFP4-yihLZHOlpENz5clm5vUt2dqvld2yivUZqKv1Q~~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,历下区
C＋＋开发工程师,深圳,c,本科,1-3年,"[""\u5ba2\u6237\u7aef\u5f00\u53d1""]","[12000, 20000]",13薪,"[""\u5e74\u7ec8\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5168\u52e4\u5956\uff0c\u4e94\u9669\u4e00\u91d1""]",行政人事专员,秦女士行政人事专员,0,博声医疗,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220215/7bf6f160950405e9b1f39a003964263ba03d4a4769837856a6daaa55859e42b416cd4be82b67b5ec.jpg?x-oss-process=image/resize,w_100,limit_0",医疗器械,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/a508acaee8b76fbb1XV_2d-9ElJZ.html?lid=7S7AgBZgzP.search.14&securityId=QT2Im19eAuOk6-S1HPKWG9MciTZsZdi0FyjOpyGDk8FvfvCgO9T7rjCVQSntO0cdzaakkbqcGQtjqleQGJ8lvChNa8wlhCuTxMhukC-tuPNSLgxk2FE~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,南山区
机器人学龄老师,广州,c,本科,1-3年,"[""Python"", ""C#""]","[6000, 8000]",0薪,无,教学主管,孙女士教学主管,0,广州市小珈驾驾教...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,未融资,"[0, 20]",https://www.zhipin.com/job_detail/7e1d35ac53f1879d1nBz3NW1EVtZ.html?lid=7S7AgBZgzP.search.15&securityId=UmXULHifhMB86-o1y20-xHMvXLVGCT4IkslFLsXQYPmuSn99I66rt3l6kzqOP3ST6TzMn84hup4XebvVRqYx3XOodntftr-ANfQ-scS9KwsU7_XBGFts&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,花都区
初级C研发工程师,武汉,c,本科,经验不限,"[""Java"", ""C#"", ""Python"", ""Shell"", ""\u591a\u7ebf\u7a0b"", ""\u7f51\u7edc\u7f16\u7a0b"", ""\u5d4c\u5165\u5f0f\u6280\u672f"", """"]","[10000, 15000]",13薪,"[""\u751f\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u9910\u8865\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229""]",招聘专员,陈女士招聘专员,0,武汉博易讯,"https://img.bosszhipin.com/beijin/upload/com/logo/20210701/9bfd8c36db56df4e768a39b40338a93ae4e448ca0a2a886e76ce5479e1108bb6.jpg?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[100, 499]",https://www.zhipin.com/job_detail/b0c94ec209154fd11XR729-6E1NZ.html?lid=7S7AgBZgzP.search.16&securityId=_8m1E80VaI_LA-71KHnlKfOzvVMgzIbNhWUc0xrm0s397RWtsLFacB5f3HPiewA-_tXu9c6VAXsSl1sxWjU-8AJKTd8Y_ydXEuxrHRrdFci1SbiaY8U~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,江夏区
边缘端开发工程师（上海/深圳）(A162650),上海,c,本科,5-10年,"[""C++"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c"", ""\u5d4c\u5165\u5f0f\u8f6f\u4ef6\u7ecf\u9a8c"", ""ARM""]","[25000, 50000]",13薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u9910\u8865\uff0c\u610f\u5916\u9669\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0""]",HR经理,赵先生HR经理,0,上海递因,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240204/7bf6f160950405e9ad71609deab2bfe604bc984deefb40b4cdcf83456a78accb4ef77cc5aedf5563.png.webp?x-oss-process=image/resize,w_100,limit_0",智能硬件,未融资,"[100, 499]",https://www.zhipin.com/job_detail/2ec22480c823719b1HJ43dy0EVtZ.html?lid=7S7AgBZgzP.search.17&securityId=2VvgscaP74LWw-0120nBY8xWtNwKp5kyXJk1KkpC2AEi2PUtqBytk9tYtwV_TkLfCnylZ7-nFKxk6VgQF2SrCJa6H5anEUvVvw-R0FWnZ6SLM-_myvlN&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,浦东新区
C++软件工程师,济南,c,本科,在校/应届,"[""Python"", ""STL"", ""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""Linux"", ""C++"", ""Tcl"", ""ASIC"", """"]","[10000, 15000]",13薪,"[""\u5458\u5de5\u65c5\u6e38\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u80a1\u7968\u671f\u6743""]",人事经理,于女士人事经理,0,启芯软件,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220406/7bf6f160950405e941e73b2d9817f5f6e1bda5061e7ae645bbb8d812374b756bf64e9902f775b5e3.jpg?x-oss-process=image/resize,w_100,limit_0",半导体/芯片,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/89f6ea26a581ee791XV729W7EFRZ.html?lid=7S7AgBZgzP.search.18&securityId=VYdsJDsxVnQS4-91iR_TXoBAcEEj1K2VIXY7hHAhrFinu-rbKi2yLQj2_9by88FJ49uzcdOC4cDM1uG8QYr9aJyTCoX_52ejQwENuMrqdb5dLyt4yl4~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,历下区
影像Firmware系统专家,深圳,c,本科,5-10年,"[""C++"", ""Linux\u5f00\u53d1/\u90e8\u7f72\u7ecf\u9a8c"", ""Sensor""]","[60000, 80000]",0薪,"[""\u9910\u8865\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u63d0\u4f9b\u4f4f\u5bbf\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u80a1\u7968\u671f\u6743\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u5168\u52e4\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u9910\u8865""]",招聘HR,饶女士招聘HR,0,vivo,"https://img.bosszhipin.com/beijin/mcs/banner/309761aa1d982bf7dd268cde3e9947e5cfcd208495d565ef66e7dff9f98764da.png?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/cd1b999c70f6d5c61Hd53Ni5EFRZ.html?lid=7S7AgBZgzP.search.19&securityId=OBF6w4-B0ibzO-C1I9z42BGIoi9-jyDtiBv-3JJKdqmnCl5JppEaYfvC6Wx2yWMcos3mxzmpQRdxz_Fie_EM6xu8gHhAdwCFxsR3aZEJ8tt4NUMG&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,福田区
windows客户端开发工程师（C++）,北京,c,大专,3-5年,"[""C++"", ""QT"", ""STL"", ""\u5b89\u5168\u4ea7\u54c1"", ""\u6740\u6bd2\u8f6f\u4ef6""]","[16000, 26000]",0薪,"[""\u8282\u65e5\u798f\u5229\uff0c\u6709\u5927\u795e\u5e26\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u6708\u5ea6\u751f\u65e5\u4f1a\uff0c\u9886\u5bfcnice\uff0c\u52a0\u73ed\u5c11\u53ef\u8c03\u4f11\uff0c\u7ed3\u5a5a\u6170\u95ee\u91d1\uff0c\u5a31\u4e50\u6d3b\u52a8\u5ba4\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u5de5\u4f5c\u5c45\u4f4f\u8bc1\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5de5\u4f5c\u6c1b\u56f4\u597d\uff0c\u751f\u65e5\u798f\u5229\uff0c\u5e74\u7ec8\u5956\uff0c\u9910\u8865\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u6241\u5e73\u5316\u7ba1\u7406\uff0c\u5b9a\u671f\u4f53\u68c0""]",人事主管,杨女士人事主管,0,辰信领创,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20161114/4d8511136a5d1f6974db9e6d6cd94e4e009faa5eee76ae4a689ccc5079867de7.jpg?x-oss-process=image/resize,w_100,limit_0",信息安全,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/1dbff3d964c4dd821HB82Nu7EFRZ.html?lid=7S7AgBZgzP.search.20&securityId=Rjsp53sMurwE6-B1KhV_gy14LEMf1FVwKhO1IzrjFqcpRLY4ZAcvLhu4OmCPEhFc7s9t0DlFqna6C1esxbu4rBk_4-otubkxvMazUcSFh9w1RZQX&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,海淀区
光模块测试开发工程师,青岛,c,本科,经验不限,"[""C#"", ""\u5149\u901a\u4fe1"", ""\u6570\u636e\u5e93\u5f00\u53d1\u7ecf\u9a8c"", ""\u4e0a\u4f4d\u673a"", ""\u4e0a\u4f4d\u673a\u5f00\u53d1\u7ecf\u9a8c""]","[12000, 24000]",13薪,"[""\u514d\u8d39\u73ed\u8f66\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u80a1\u7968\u671f\u6743\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u9910\u8865\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e74\u7ec8\u5956""]",中试部,宋先生中试部,0,海信宽带,"https://img.bosszhipin.com/beijin/upload/com/logo/20190525/c169670c651787ff008f8f81b298ac5169252fa9047dad69abd5e832dd6a08d8.jpg?x-oss-process=image/resize,w_100,limit_0",半导体/芯片,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/0c1dfd7aa654e2971HFy39m4EFRZ.html?lid=7S7AgBZgzP.search.21&securityId=Mw9rtmGIiBqZT-Q18CjXGY3Sb7uXlD9LOuX6I4KeJTFcKoOcjZv-5h_g_ap6MCWS4Jg99RfX9OVucCBMo6q951DvcLzN3N_sTNtgQJ0Cg1FD3rg9HyU~&sessionId=,https://www.zhipin.com/gongsi/d01b9fdf236947191nx52Nq0EA~~.html,黄岛区
